idlibro,idtransaccion,saldo,monto,fechalibro
3157,4967,986480.63,441264.23,2022-12-21
3158,2763,425636.32,862805.65,2023-10-23
3159,1885,118213.52,282625.75,2023-02-05
3160,4715,128824.63,608149.02,2024-08-25
3161,4033,,471146.39,2023-12-11
3162,337,289184.14,127047.79,2026-09-20
3163,4281,577284.34,441993.36,
3164,3558,981919.68,978074.16,2022-07-31
3165,4425,183291.28,741086.42,2025-03-04
3166,2199,368536.39,544438.45,2026-11-27
3167,3210,994906.89,106457.49,2022-12-02
3168,4163,,806270.38,2022-12-20
3169,2402,,267158.65,2025-01-01
3170,947,,437650.3,2025-08-12
3171,4492,637052.65,455168.07,2024-05-19
3172,1162,267501.29,874541.19,2026-07-08
3173,4095,126957.48,375724.15,2025-10-20
3174,2321,844128.32,69858.92,2023-03-14
3175,82,35576.69,886549.6,2023-09-30
3176,572,394771.67,449682.79,2022-11-05
3177,2898,,119618.2,2024-06-28
3178,342,818270.96,833126.66,2026-07-25
3179,1560,357893.53,702501.92,2023-04-11
3180,1239,658613.24,263517.87,2023-03-06
3181,3401,451786.67,229716.41,2026-06-17
3182,2389,343167.66,231978.6,2026-12-12
3183,2258,475287.44,13642.02,2025-10-30
3184,781,228337.96,874407.73,2023-01-11
3185,4406,564875.49,527868.03,2024-01-01
3186,899,989059.64,818098.87,2024-04-20
3187,3670,402048.89,250088.14,2023-08-05
3188,506,667415.87,512347.66,2022-08-10
3189,3680,339888.02,819759.11,2022-12-16
3190,4560,102693.25,737569.26,2025-01-27
3191,1312,676198.5,522463.7,2023-05-27
3192,4804,942097.72,715017.6,2025-12-08
3193,919,321515.89,,2024-12-15
3194,3445,,648865.58,2025-07-15
3195,4678,802530.7,,2024-07-11
3196,950,588350.55,151501.35,2022-11-11
3197,1151,913214.92,519599.86,2024-10-22
3198,2813,,631481.18,2023-12-04
3199,2227,563181.87,100197.05,2026-05-20
3200,1075,121759.77,598420.99,2025-05-02
3201,2657,522513.91,789476.47,2023-06-07
3202,2784,664297.49,163765.38,2023-05-09
3203,4081,507686.16,417972.01,2023-05-24
3204,2152,,681758.36,2025-02-05
3205,4155,909474.66,386174.82,2024-08-14
3206,4,222766.92,602360.14,
3207,3737,525206.21,9961.7,2022-10-20
3208,2755,129563.52,717282.34,2024-12-31
3209,4099,210134.48,399708.68,2025-07-20
3210,2621,24409.64,513187.73,2026-06-24
3211,643,,758575.71,2026-03-10
3212,1093,769831.75,90884.6,2025-07-04
3213,3329,214287.8,68651.11,2023-06-19
3214,1865,443648.15,24441.65,2025-01-06
3215,3084,891543.97,706403.01,2023-07-01
3216,3207,489907.84,420516.5,2024-05-19
3217,2251,671592.65,875376.85,2022-08-10
3218,230,801267.44,48200.29,2026-10-25
3219,1108,701101.79,845601.29,2025-01-24
3220,4942,,339003.31,2025-08-06
3221,4420,840225.6,612015.96,2023-02-10
3222,4083,646788.75,778554.8,2026-05-23
3223,3186,757539.89,712185.27,2024-05-04
3224,1921,102918.11,175347.56,2025-02-22
3225,4180,195037.58,591868.85,2024-07-14
3226,2003,925357.58,972385.59,2024-07-15
3227,820,116362.51,715656.78,2026-11-21
3228,2791,198497.51,389566.78,2026-10-29
3229,3898,25846.36,407214.8,2025-06-13
3230,4374,678104.35,550718.83,2025-04-18
3231,1564,110006.04,967933.61,2023-02-07
3232,2568,,126820.0,2024-02-29
3233,4348,33823.81,233726.2,2024-08-12
3234,44,635373.87,585777.93,2024-11-22
3235,1951,640048.0,191138.92,2023-02-28
3236,2359,603115.91,843318.06,2025-09-04
3237,1189,226313.41,620970.26,2024-08-22
3238,10,841685.5,314575.84,2023-12-15
3239,3973,89962.79,415625.76,2023-10-31
3240,4886,183665.94,660565.3,2025-08-05
3241,1421,794643.95,876858.11,2023-11-04
3242,1968,146913.83,773832.52,2023-08-17
3243,3662,900677.76,657678.5,2024-05-12
3244,4771,605818.76,483432.65,2025-12-17
3245,3245,837845.18,777200.62,2023-09-14
3246,2030,256504.92,981311.76,2024-07-03
3247,2526,884220.04,331541.86,2026-08-20
3248,4278,642588.47,381945.54,2022-10-25
3249,295,172260.87,56837.86,2025-10-02
3250,33,90840.29,923796.39,2026-04-06
3251,1434,791659.56,105520.88,2025-04-25
3252,3243,190604.87,579041.3,2026-04-04
3253,1963,878068.32,650304.84,2022-07-05
3254,2820,997974.25,317741.76,2026-01-29
3255,1633,660921.74,215919.5,
3256,2663,321140.27,229055.8,2023-10-06
3257,857,253306.41,390008.7,2023-09-18
3258,358,175283.45,487501.66,2025-12-25
3259,1930,287287.72,73688.09,2026-02-20
3260,535,587753.48,886343.32,2023-03-07
3261,2071,863056.79,626514.37,2024-10-10
3262,2625,,407335.4,2024-12-09
3263,816,132089.87,534460.98,2025-08-15
3264,690,288881.64,639653.88,2026-10-18
3265,965,954433.1,351325.13,2024-01-19
3266,1696,374781.29,726782.85,2026-06-05
3267,8,407333.62,313875.42,2025-04-05
3268,400,224732.16,556012.76,2023-06-17
3269,1083,836173.96,3988.19,2023-07-18
3270,171,45483.13,653446.44,2025-05-12
3271,399,637652.91,978551.44,2022-09-30
3272,620,962423.06,537249.27,2025-05-15
3273,2408,665967.56,,2024-11-12
3274,4902,956835.26,422609.15,2023-05-05
3275,597,758925.87,723609.56,
3276,4372,29988.77,441637.96,2025-02-26
3277,4221,187893.18,711121.22,2026-09-01
3278,4958,508416.41,618979.96,2023-09-22
3279,480,472743.59,922898.36,2023-05-04
3280,4649,,56232.57,2024-09-24
3281,1172,834739.21,250636.4,2026-06-11
3282,2224,331513.95,396600.62,
3283,483,252905.18,389114.68,2026-07-14
3284,2069,471910.38,181145.12,2023-09-13
3285,2599,378351.76,667406.96,2023-02-07
3286,4393,935973.02,582289.98,
3287,1644,812935.28,741663.54,2023-07-29
3288,1586,189450.76,955175.61,
3289,1364,854164.66,537665.95,2026-11-30
3290,3757,192327.25,512130.7,2026-10-04
3291,2156,162953.62,182134.21,2025-11-08
3292,889,690742.16,96103.84,2026-10-26
3293,2849,629027.96,487433.01,2026-04-10
3294,1949,494490.64,528633.08,2022-12-20
3295,3719,904097.41,221118.21,2024-05-02
3296,4989,593512.59,997483.58,2023-05-10
3297,4872,201000.84,282455.79,2024-10-07
3298,2996,713500.58,882827.07,2024-05-10
3299,3678,149807.6,980959.51,2026-03-17
3300,4403,623372.36,660280.23,2024-05-05
3301,2999,6969.93,861685.58,2024-06-23
3302,2154,132314.97,543103.99,2025-11-29
3303,3916,448243.23,217293.21,2026-01-17
3304,3016,,560921.83,2024-09-20
3305,3601,919793.46,170148.61,2025-03-23
3306,2970,854556.42,861846.7,2022-12-31
3307,4282,707126.17,304518.25,
3308,284,305235.14,10269.89,2023-05-30
3309,173,765544.88,145866.7,2025-11-04
3310,4218,641596.87,460549.1,2026-01-31
3311,1114,71290.51,571820.67,2024-05-27
3312,2528,58091.0,438016.84,2025-01-22
3313,4958,16108.89,50624.62,2024-11-10
3314,1923,751289.3,408031.72,2024-03-24
3315,875,,942993.27,2024-04-11
3316,4941,110304.46,858150.88,2024-11-16
3317,4694,277812.27,855200.98,2024-09-18
3318,531,455947.46,776331.91,2023-09-06
3319,2274,120925.05,172035.71,2023-12-08
3320,4914,623535.93,397903.8,2025-05-03
3321,3261,553383.02,317736.41,2022-07-22
3322,2994,700900.03,186147.77,
3323,3199,721071.18,748090.29,2026-03-16
3324,4552,477643.25,542441.64,2023-02-15
3325,1219,423545.75,,2025-10-25
3326,4590,747797.33,143381.2,2025-10-13
3327,3399,366376.32,932940.72,2023-04-19
3328,503,147577.25,748547.95,2025-04-06
3329,280,414768.57,242851.53,2023-12-12
3330,723,781406.53,807064.44,2026-06-04
3331,1317,61107.2,357345.38,2024-05-07
3332,4529,354751.59,562978.92,2026-03-22
3333,1727,743780.09,753813.73,2025-04-17
3334,2422,550214.55,556429.01,2026-06-03
3335,162,267663.94,313005.7,2026-02-25
3336,2939,327751.62,,2024-08-21
3337,2766,736965.87,359323.81,2022-07-15
3338,2596,415083.93,524591.24,2025-06-04
3339,2917,304100.24,519167.61,2026-05-05
3340,1041,483038.13,9675.77,2024-05-18
3341,730,493271.83,611482.54,2024-03-25
3342,4913,464308.49,,2024-07-06
3343,4671,833112.91,402075.8,2023-02-22
3344,2200,,772310.7,2024-08-16
3345,518,405641.76,114853.94,2024-10-29
3346,2832,641392.54,851075.57,2025-01-05
3347,318,283082.57,459577.07,2023-01-22
3348,3612,997126.25,441600.71,2025-06-25
3349,4019,738137.83,429252.16,2025-09-03
3350,1038,470293.42,476180.21,2024-03-09
3351,3358,178719.0,871668.98,2022-08-29
3352,4974,683250.26,373078.48,2026-11-21
3353,3911,979111.38,,2023-12-12
3354,2909,970326.76,611888.51,2023-04-13
3355,4383,766245.22,603646.07,2023-05-10
3356,4031,929433.37,338175.35,2025-03-12
3357,112,824427.43,762439.02,2023-12-26
3358,1441,,211873.46,2024-12-12
3359,1663,665295.74,510119.0,2022-09-05
3360,4136,842380.92,548547.71,2026-02-16
3361,3739,215739.12,524066.09,
3362,417,755221.57,404233.93,2026-07-26
3363,2605,364692.86,469529.71,2022-09-14
3364,2739,950975.74,324128.62,2023-11-16
3365,483,331537.16,125199.25,2025-02-16
3366,4448,400496.08,181792.18,2023-09-19
3367,427,170003.18,222515.85,2024-09-23
3368,4520,,909784.3,
3369,3356,729642.55,741695.99,2025-12-26
3370,3910,,955541.5,2025-07-09
3371,2111,463584.79,419720.71,2025-01-22
3372,3798,65905.67,126990.07,2023-10-18
3373,3214,706112.06,774049.45,2026-05-10
3374,3544,826633.2,41695.64,2026-06-30
3375,2672,982029.35,713491.08,2024-07-29
3376,1094,440804.38,184666.24,2023-11-09
3377,2310,889936.62,931652.78,2026-08-06
3378,2250,689619.29,268831.57,2025-09-22
3379,63,451318.19,460589.49,2026-06-01
3380,2178,886526.82,112777.16,2026-01-26
3381,1622,788647.18,609030.0,2026-04-01
3382,148,83298.22,856090.22,2025-02-03
3383,132,732042.62,439420.99,2025-10-19
3384,4750,71419.79,,2024-03-31
3385,793,441826.56,106271.2,2022-10-15
3386,4352,516446.86,716701.18,2023-01-08
3387,635,88786.59,239715.76,2023-06-01
3388,1440,321308.53,158571.37,2024-02-01
3389,2304,979573.44,263922.69,2023-05-18
3390,4901,752934.13,404499.86,2023-12-03
3391,3757,593174.78,697944.74,2023-05-15
3392,2876,,483627.43,2026-04-06
3393,2441,395542.87,416831.85,2026-08-13
3394,417,58856.46,751626.61,2024-10-11
3395,3174,961839.44,60957.43,2026-04-23
3396,2169,396795.92,1281.5,2022-07-22
3397,1456,99779.81,356226.56,2024-09-04
3398,4823,157910.19,892740.59,2024-08-06
3399,1857,428904.44,735956.06,2026-05-08
3400,1526,276162.92,54479.9,2023-01-22
3401,2145,189872.63,136985.44,2022-09-15
3402,683,93289.34,919934.88,2024-10-29
3403,2020,2902.11,530796.69,2024-07-18
3404,4560,684276.31,143930.18,
3405,4086,855330.46,721829.03,2022-09-22
3406,4687,392269.15,577289.52,2023-04-26
3407,1523,927693.33,332372.53,2022-09-11
3408,3474,148465.05,683132.08,2026-12-11
3409,4157,72935.65,490272.92,2023-07-15
3410,2083,781893.88,232319.75,2026-07-03
3411,628,687434.78,725480.26,2022-07-11
3412,886,38050.19,969706.83,2026-03-28
3413,4327,37434.33,38049.1,2025-08-25
3414,4237,390749.43,749064.07,2023-04-18
3415,2180,8594.0,663155.54,2022-10-31
3416,4912,157914.89,599454.07,2025-08-02
3417,2093,868655.48,465945.13,2025-01-06
3418,1637,824812.49,686370.52,2023-10-14
3419,2176,244064.66,717374.34,2022-11-02
3420,4978,347334.16,524435.97,2023-12-06
3421,1483,41730.56,423118.66,2023-09-23
3422,4429,795261.14,564898.55,2023-07-25
3423,4028,144291.16,694480.12,2024-04-24
3424,1894,645924.3,175961.29,2023-03-11
3425,2082,177337.17,984807.78,2024-03-03
3426,546,591239.95,697871.58,2023-11-20
3427,2829,766721.46,920717.24,2023-03-13
3428,2262,193640.95,807571.26,2025-07-04
3429,1498,893732.43,235902.99,2026-01-31
3430,1605,557662.94,605704.11,2024-04-11
3431,4164,98866.19,289417.87,2023-06-18
3432,4213,842170.67,950605.09,2024-09-03
3433,2606,314464.54,78648.84,2023-08-09
3434,1277,622867.06,364781.34,2022-10-03
3435,3296,839162.49,189307.29,2025-06-06
3436,1262,372047.6,717934.48,2026-04-22
3437,3715,311522.65,442549.02,2023-01-30
3438,334,478663.94,929674.09,2025-08-29
3439,4902,288060.35,,2024-08-21
3440,4125,197714.43,577015.89,2025-01-11
3441,1126,139491.01,332843.45,2024-01-30
3442,1686,327010.14,922260.72,2023-10-02
3443,3575,12197.88,746827.23,2024-09-25
3444,2072,,174905.37,2023-05-04
3445,475,578168.99,746850.28,2023-10-29
3446,1835,880578.03,770863.2,2025-12-22
3447,2819,309811.09,670244.97,2023-09-13
3448,538,,87146.4,2026-10-20
3449,4340,641509.43,393042.94,
3450,3011,37050.55,695950.59,2025-12-05
3451,751,23102.26,284083.41,2024-09-03
3452,2998,20441.1,421826.04,2026-06-02
3453,4572,18408.72,784911.74,2024-12-07
3454,350,917576.03,538219.87,2024-01-24
3455,2150,130415.04,958537.95,2026-10-09
3456,4709,941633.51,775713.6,2022-11-10
3457,3016,164598.38,830493.27,2025-01-10
3458,2732,559377.93,663470.5,2023-10-02
3459,623,535826.16,767647.16,2026-11-28
3460,4278,876949.47,625767.36,2026-03-05
3461,3536,264411.51,323093.83,2026-09-25
3462,635,,13170.09,2024-11-23
3463,1130,222763.77,817339.48,2022-09-11
3464,893,732280.3,856991.81,2025-02-20
3465,4326,245292.71,836299.09,2023-05-22
3466,3166,141838.72,917605.08,2022-08-14
3467,1158,880168.49,792118.76,2024-03-27
3468,1770,409201.89,57668.66,2026-05-03
3469,4823,759975.62,529485.91,2026-11-04
3470,1778,63172.2,63959.11,2025-09-28
3471,3601,338723.62,126580.9,2022-11-30
3472,1728,336433.73,622686.23,2025-12-31
3473,4684,,41726.38,2025-08-12
3474,4930,617458.73,625449.11,2024-02-27
3475,902,911704.76,546512.85,2023-03-18
3476,3218,6937.21,,2023-05-15
3477,3812,322023.56,421847.49,2025-03-18
3478,826,783518.31,777560.11,2023-06-28
3479,1289,356415.81,41605.02,2025-11-25
3480,265,317670.93,750516.85,
3481,4389,819681.55,985611.89,2023-07-27
3482,1617,245175.43,277575.4,2026-10-18
3483,1365,,535915.1,2023-12-04
3484,3423,804147.12,405268.52,2023-08-09
3485,2127,13428.01,657054.13,2024-01-27
3486,2667,456491.01,2214.86,2022-07-28
3487,2256,543732.42,712256.5,2024-02-10
3488,1371,280740.86,613008.11,2026-12-06
3489,284,94869.2,,2025-07-03
3490,1604,868231.22,581539.01,2023-04-11
3491,1613,326647.45,251766.1,2023-06-21
3492,2608,719679.98,829891.21,2022-10-24
3493,2671,,622017.07,2024-11-16
3494,1531,327971.72,570167.1,2022-07-28
3495,2775,390937.89,57421.86,2022-11-11
3496,3100,,519024.67,2022-11-30
3497,4528,699672.27,278290.77,2023-05-31
3498,455,230276.68,416872.78,2024-12-05
3499,2605,265645.91,79157.07,2022-08-27
3500,2269,42038.74,144533.73,2025-11-17
3501,4471,328479.15,482990.81,2026-08-17
3502,1949,306730.38,594562.38,2022-09-23
3503,2511,211656.33,474453.34,2026-11-04
3504,982,537689.49,258791.65,2026-09-22
3505,2172,516367.86,138807.29,2025-01-16
3506,4128,526978.25,606243.0,2026-05-07
3507,4871,757463.03,975604.46,2024-09-16
3508,3072,500998.7,758804.88,2023-03-13
3509,3966,399980.17,128438.08,2025-11-14
3510,2710,842050.4,793528.4,2026-06-08
3511,4218,784462.62,848179.94,2026-07-28
3512,1847,780380.28,851631.66,2025-07-03
3513,2018,464608.73,142622.35,2022-08-22
3514,2395,364091.93,712069.46,2025-09-14
3515,1089,420582.45,486418.52,2025-04-27
3516,4100,418509.26,495693.67,2025-07-19
3517,1661,916521.79,137653.91,2025-11-20
3518,722,21812.58,804819.48,2026-03-04
3519,1696,486144.72,507564.71,2023-01-27
3520,948,963530.07,4876.91,2026-05-21
3521,2826,938213.99,806595.93,2026-09-24
3522,697,362901.97,526481.65,2026-04-19
3523,2756,188693.27,271289.29,
3524,4740,438338.85,4174.14,2023-02-03
3525,961,855972.2,984620.63,2026-01-09
3526,1240,78813.65,722499.76,2023-02-07
3527,598,180157.28,979436.95,2022-08-12
3528,3252,327934.53,351750.38,
3529,1575,306032.22,983488.5,2024-05-15
3530,1670,189212.05,390594.13,2022-09-08
3531,2574,637294.0,154563.57,2023-04-17
3532,2268,231341.17,,2024-09-01
3533,2044,722835.74,987717.43,2024-07-13
3534,306,485177.56,33396.05,2023-04-19
3535,4949,696667.04,,2023-01-18
3536,2526,760752.09,108845.35,2023-05-09
3537,3928,628688.23,890884.07,2022-08-23
3538,4011,219153.38,281724.05,2025-06-08
3539,1399,111826.11,34169.42,2026-09-05
3540,2607,687526.03,,2026-01-29
3541,3674,100503.79,,2026-03-24
3542,1045,609166.32,51720.17,2025-06-02
3543,2284,101436.76,401496.09,2023-08-11
3544,884,972067.13,713458.68,2022-11-11
3545,1985,499654.46,283782.09,2023-01-18
3546,2668,550058.59,370598.97,
3547,2651,118774.11,351209.02,2026-06-10
3548,1038,76076.23,801622.99,2026-06-08
3549,4824,70491.39,,2026-11-04
3550,892,309976.05,902416.74,2022-12-01
3551,3316,83754.84,562817.49,2025-10-21
3552,2919,210705.9,542610.13,2023-05-25
3553,1548,781141.96,259132.2,2023-04-08
3554,3075,,716805.89,2022-11-01
3555,1625,230398.01,,
3556,3670,858957.6,75756.81,2024-06-04
3557,4905,261295.14,549898.47,2024-11-26
3558,3980,910790.86,263439.15,2023-10-22
3559,3973,724036.95,887826.1,2026-04-15
3560,2562,947413.53,966217.33,2025-08-24
3561,1292,703523.7,313831.92,2024-09-06
3562,1148,959156.64,456075.01,2024-06-01
3563,2619,,624241.33,2022-08-05
3564,1245,132573.24,864407.75,
3565,6,153594.09,585319.01,2022-10-23
3566,1935,74605.38,703971.69,2024-02-12
3567,1894,477828.37,233750.29,2022-07-06
3568,434,590018.6,725827.79,2023-08-15
3569,591,545409.84,626162.21,2024-07-23
3570,4248,540182.55,699365.06,2024-04-07
3571,2552,944945.14,72368.08,2025-10-18
3572,3001,26074.67,189721.07,2025-05-26
3573,2204,611292.93,270048.92,2025-09-07
3574,4151,386939.23,100179.03,2025-11-09
3575,2661,133688.13,131622.75,2023-07-22
3576,2240,76971.77,419212.43,2023-03-04
3577,2959,467787.68,746144.59,2025-07-06
3578,4421,636350.28,189086.64,2024-09-02
3579,2822,229429.47,548977.31,2024-03-02
3580,2082,575588.73,501041.01,2025-09-12
3581,3395,473167.9,227296.0,2024-09-17
3582,4289,437465.17,733043.25,2023-08-13
3583,3850,41531.3,744916.24,2025-12-01
3584,4925,876066.13,391835.37,2025-12-13
3585,2870,770551.86,471473.65,
3586,4227,744884.64,789392.62,2024-09-11
3587,490,24107.42,704255.43,2025-04-11
3588,2084,809858.11,166277.44,2023-01-06
3589,2270,138989.14,715200.82,2025-09-22
3590,3133,664361.67,956691.41,2025-12-25
3591,1997,251740.62,76133.87,2026-08-11
3592,1070,584329.22,528856.58,2022-08-09
3593,725,287967.32,391864.13,2025-04-16
3594,3289,549281.67,139007.91,2026-09-05
3595,69,469246.31,371627.85,2025-03-18
3596,2393,49780.72,380891.2,2026-03-03
3597,782,516978.64,347760.21,2025-06-25
3598,87,28509.28,523359.3,2026-09-23
3599,1422,,866712.5,2024-03-24
3600,3314,141998.52,752367.44,2026-05-07
3601,1802,173079.79,714848.66,2024-03-05
3602,4931,555205.25,430372.14,2025-10-11
3603,2347,884670.21,526567.38,2022-08-29
3604,1273,924058.01,117255.94,2026-03-27
3605,4625,669744.08,923305.56,2022-12-27
3606,1703,143443.86,720391.49,2024-01-11
3607,436,510631.38,37991.88,2025-12-04
3608,1645,89985.6,53790.3,2026-08-07
3609,570,51929.97,193719.72,2022-08-21
3610,544,265500.36,978091.09,2023-10-28
3611,4320,24147.12,690814.84,2023-03-30
3612,3222,,,2023-08-31
3613,4041,334667.41,938015.71,2023-01-14
3614,4297,289054.48,,2025-11-13
3615,3959,,86969.99,2026-09-21
3616,4767,110549.45,180805.19,2025-02-19
3617,167,89823.59,100735.18,2025-01-13
3618,1615,720183.53,12709.07,2023-06-15
3619,2675,998057.15,45739.01,2025-03-27
3620,1828,500848.05,152979.99,
3621,3621,420187.1,702349.14,2023-12-24
3622,4049,485113.34,77716.69,2025-11-07
3623,3731,983690.11,174900.66,2023-01-03
3624,2010,719810.13,528762.14,2022-07-16
3625,990,276248.62,676007.12,2023-12-28
3626,4749,414663.35,747351.42,2024-05-27
3627,4735,979786.23,79057.56,2026-03-29
3628,357,,422037.86,2023-12-03
3629,1343,811068.73,926911.32,2022-08-08
3630,1436,,524032.67,2026-09-29
3631,3026,483200.54,158588.4,2025-04-30
3632,3617,96052.24,665685.51,2022-07-16
3633,3268,240712.8,,2025-06-13
3634,3360,164251.09,476873.64,2022-09-19
3635,4147,285951.71,344872.75,2025-01-30
3636,3040,154983.63,930666.57,2026-10-04
3637,4680,,392352.72,2023-12-05
3638,2322,149531.27,363782.24,2025-08-22
3639,2279,153690.23,342250.86,2024-08-01
3640,3465,723332.74,749790.2,2023-05-05
3641,1930,412172.65,560007.86,2026-12-26
3642,3878,25707.31,,2026-12-08
3643,428,,,2026-11-06
3644,3926,753911.75,714532.55,2025-07-11
3645,1101,286922.96,543352.23,2022-07-13
3646,1859,539381.73,904091.79,2024-07-26
3647,4474,279472.76,925958.42,2024-09-07
3648,1066,733412.91,827029.79,2024-05-06
3649,1814,669977.7,143523.72,2025-08-11
3650,1509,382450.39,441965.03,
3651,798,833164.18,340524.35,2022-12-28
3652,2360,191472.88,716114.7,2025-01-10
3653,145,686659.4,517051.43,2023-04-17
3654,387,529170.76,333416.87,2025-01-02
3655,1630,246967.22,479953.76,2023-03-26
3656,4597,761291.7,911338.18,2024-10-26
3657,4267,259690.51,382637.8,2023-08-17
3658,4948,250194.42,951619.92,
3659,2745,207165.46,373402.31,2024-05-12
3660,4372,505254.82,236582.27,2023-01-20
3661,2100,839953.83,873000.07,2025-04-07
3662,2888,505706.98,505706.53,2022-09-29
3663,4564,849448.1,793134.02,2023-12-17
3664,614,514889.39,847902.1,2026-05-13
3665,4767,646638.13,820972.37,2023-01-30
3666,3153,,543367.97,2026-08-04
3667,4822,885865.15,796218.58,2023-06-15
3668,1481,,757478.29,2026-02-21
3669,859,132720.91,934425.23,2023-06-24
3670,3610,769059.29,490230.15,2024-04-17
3671,3027,364908.16,354142.96,2023-10-09
3672,4302,3480.55,387983.28,2022-10-21
3673,16,830317.42,802376.23,2023-01-21
3674,4954,443508.14,592284.24,2023-11-25
3675,355,740450.21,148020.97,2025-06-17
3676,639,93016.19,932464.42,2023-08-21
3677,1771,714750.1,156449.63,2024-04-12
3678,1273,276512.68,803934.11,2023-02-07
3679,2199,696.58,764572.46,
3680,4553,888440.55,198411.77,2025-06-27
3681,2737,897666.83,752492.05,2025-04-14
